converting_time,page,dpi,c,m,y,k,sum,base_minus_curr_sum,diff,options,label
0.1779282093048095,121,300,5.28,0.255,14.76,6.06,26.355,0.0,0.0,default,1
0.1675269603729248,122,300,4.995,0.24,13.950000000000001,5.69,24.875000000000004,0.0,0.0,default,1
0.1713216304779052,123,300,4.949999999999999,0.27,13.919999999999998,5.93,25.069999999999997,0.0,0.0,default,1
0.1858325004577636,124,300,5.3100000000000005,0.30000000000000004,14.850000000000001,6.57,27.03,0.0,0.0,default,1
0.1876225471496582,125,300,5.324999999999999,0.30000000000000004,14.924999999999999,6.61,27.159999999999997,0.0,0.0,default,1
0.1845290660858154,126,300,5.3100000000000005,0.30000000000000004,14.850000000000001,6.52,26.98,0.0,0.0,default,1
0.1826293468475341,127,300,5.265,0.28500000000000003,14.745000000000001,6.42,26.715000000000003,0.0,0.0,default,1
0.1828920841217041,128,300,5.3100000000000005,0.28500000000000003,14.82,6.42,26.835,0.0,0.0,default,1
0.1716756820678711,129,300,4.92,0.27,13.86,6.0,25.049999999999997,0.0,0.0,default,1
0.1771235466003418,130,300,5.85,0.27,16.44,6.43,28.990000000000002,0.0,0.0,default,1
0.1899328231811523,131,300,6.12,0.30000000000000004,17.25,6.98,30.650000000000002,0.0,0.0,default,1
0.1923725605010986,132,300,6.2250000000000005,0.30000000000000004,17.445,7.05,31.02,0.0,0.0,default,1
0.1887400150299072,133,300,6.135,0.28500000000000003,17.294999999999998,6.94,30.654999999999998,0.0,0.0,default,1
0.1876976490020752,134,300,6.165000000000001,0.28500000000000003,17.294999999999998,6.9,30.644999999999996,0.0,0.0,default,1
0.186805248260498,135,300,6.12,0.28500000000000003,17.205000000000002,6.82,30.430000000000003,0.0,0.0,default,1
0.1863658428192138,136,300,5.76,0.30000000000000004,16.245,6.69,28.995,0.0,0.0,default,1
0.2090532779693603,137,300,4.32,0.33,12.059999999999999,5.91,22.62,0.0,0.0,default,4
0.1708686351776123,138,300,3.945,0.21000000000000002,10.905,4.79,19.849999999999998,0.0,0.0,default,4
0.1244919300079345,139,300,2.055,0.22499999999999998,5.775,3.05,11.105,0.0,0.0,default,0
0.0498759746551513,140,300,0.0,0.0,0.0,0.06,0.06,0.0,0.0,default,0
1.057753562927246,141,300,30.015,2.04,54.269999999999996,18.49,104.81499999999998,0.0,0.0,default,3
0.049950361251831,142,300,0.0,0.0,0.0,0.06,0.06,0.0,0.0,default,0
0.1797235012054443,143,300,0.46499999999999997,0.5549999999999999,1.395,4.51,6.925,0.0,0.0,default,0
0.1404507160186767,144,300,0.54,0.54,1.4849999999999999,4.46,7.025,0.0,0.0,default,0
0.1688997745513916,145,300,0.46499999999999997,0.6900000000000001,1.5,5.61,8.265,0.0,0.0,default,0
0.1464228630065918,146,300,0.54,0.6000000000000001,1.53,4.96,7.63,0.0,0.0,default,0
0.1369659900665283,147,300,0.46499999999999997,0.44999999999999996,1.305,3.76,5.9799999999999995,0.0,0.0,default,0
0.144336462020874,148,300,0.54,0.585,1.53,4.83,7.485,0.0,0.0,default,0
0.1071071624755859,149,300,0.46499999999999997,0.315,1.215,2.69,4.6850000000000005,0.0,0.0,default,0
0.3211739063262939,150,300,3.96,0.27,11.100000000000001,5.24,20.57,0.0,0.0,default,4
0.1745762825012207,151,300,3.915,0.21000000000000002,10.92,4.83,19.875,0.0,0.0,default,4
0.1914622783660888,152,300,4.050000000000001,0.33,11.325,6.05,21.755,0.0,0.0,default,4
0.1997694969177246,153,300,3.96,0.36,11.22,6.4,21.94,0.0,0.0,default,4
0.1955630779266357,154,300,4.14,0.315,11.565,5.66,21.68,0.0,0.0,default,4
0.1435017585754394,155,300,3.69,0.315,10.785,4.87,19.66,0.0,0.0,default,4
0.1821377277374267,156,300,4.125,0.405,11.655,6.29,22.474999999999998,0.0,0.0,default,4
0.1767628192901611,157,300,4.305,0.375,12.225000000000001,6.1,23.005000000000003,0.0,0.0,default,4
0.1326749324798584,158,300,3.63,0.22499999999999998,10.155,4.18,18.189999999999998,0.0,0.0,default,4
0.1638619899749755,159,300,3.885,0.24,10.875,4.83,19.83,0.0,0.0,default,4
0.1928412914276123,160,300,4.6049999999999995,0.24,13.245000000000001,5.58,23.67,0.0,0.0,default,1
0.206676959991455,161,300,5.415,0.42000000000000004,15.96,7.45,29.245,0.0,0.0,default,1
0.2242634296417236,162,300,4.7700000000000005,0.44999999999999996,13.47,7.19,25.880000000000003,0.0,0.0,default,1
0.166003942489624,163,300,4.4399999999999995,0.30000000000000004,12.899999999999999,5.63,23.269999999999996,0.0,0.0,default,4
0.1595385074615478,164,300,4.665,0.30000000000000004,13.379999999999999,5.59,23.935,0.0,0.0,default,1
0.1996970176696777,165,300,4.9799999999999995,0.43499999999999994,14.355,7.11,26.88,0.0,0.0,default,1
0.1368219852447509,166,300,4.155,0.24,12.254999999999999,4.7,21.349999999999998,0.0,0.0,default,4
0.143869400024414,167,300,4.275,0.255,12.645,4.94,22.115000000000002,0.0,0.0,default,4
0.1882925033569336,168,300,4.725,0.375,13.155,6.44,24.695,0.0,0.0,default,1
0.1868050098419189,169,300,4.7700000000000005,0.27,13.59,5.89,24.520000000000003,0.0,0.0,default,1
0.2323510646820068,170,300,3.6450000000000005,0.46499999999999997,10.155,6.76,21.025,0.0,0.0,default,4
0.1703178882598877,171,300,3.42,0.315,9.765,5.34,18.84,0.0,0.0,default,4
0.1769349575042724,172,300,3.5999999999999996,0.33,10.17,5.66,19.759999999999998,0.0,0.0,default,4
0.1572625637054443,173,300,2.94,0.315,8.475000000000001,4.76,16.490000000000002,0.0,0.0,default,4
0.1400148868560791,174,300,3.285,0.21000000000000002,9.225000000000001,4.12,16.840000000000003,0.0,0.0,default,4
0.1554663181304931,175,300,3.12,0.24,8.655,4.34,16.355,0.0,0.0,default,4
0.2013971805572509,176,300,4.845,0.375,13.515,6.61,25.345,0.0,0.0,default,1
0.1863048076629638,177,300,4.7700000000000005,0.27,13.32,5.95,24.31,0.0,0.0,default,1
0.1887884140014648,178,300,5.25,0.27,15.195,6.31,27.025,0.0,0.0,default,1
0.1967756748199463,179,300,4.92,0.39,13.799999999999999,6.78,25.89,0.0,0.0,default,1
0.1911954879760742,180,300,4.995,0.28500000000000003,13.86,6.28,25.42,0.0,0.0,default,1
0.1898999214172363,181,300,5.28,0.28500000000000003,15.36,6.47,27.395,0.0,0.0,default,1
0.1978931427001953,182,300,4.59,0.43499999999999994,13.095,7.14,25.26,0.0,0.0,default,1
0.9420132637023926,183,300,12.78,35.22,73.755,13.51,135.265,0.0,0.0,default,2
0.0497729778289794,184,300,0.0,0.0,0.0,0.06,0.06,0.0,0.0,default,0
0.1933608055114746,185,300,0.54,0.675,1.59,5.53,8.335,0.0,0.0,default,0
0.1511337757110595,186,300,0.54,0.615,1.545,5.0,7.7,0.0,0.0,default,0
0.157689094543457,187,300,0.54,0.645,1.5750000000000002,5.28,8.040000000000001,0.0,0.0,default,0
0.1470530033111572,188,300,0.54,0.63,1.56,5.08,7.8100000000000005,0.0,0.0,default,0
0.1435751914978027,189,300,0.54,0.615,1.545,5.03,7.73,0.0,0.0,default,0
0.1478276252746582,190,300,0.54,0.6000000000000001,1.53,4.83,7.5,0.0,0.0,default,0
0.1124699115753173,191,300,0.54,0.30000000000000004,1.305,2.66,4.805,0.0,0.0,default,0
0.2163770198822021,192,300,4.53,0.48,12.96,7.07,25.04,0.0,0.0,default,1
0.2019057273864746,193,300,4.53,0.33,12.84,6.35,24.049999999999997,0.0,0.0,default,1
