mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algo__objective,param_algo__max_depth,param_algo__learning_rate,param_algo__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,features,dpi,training_score,best_score_cv,testing_score,split4_test_score,converting_time
0.37748055458068847,0.11849759943338928,0.00819392204284668,0.00020572157614351947,multi:softprob,5,0.01,0.2122448979591837,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 5, 'algo__learning_rate': 0.01, 'algo__gamma': 0.2122448979591837}",0.857578588981495,0.8747005185052744,0.9077753966707794,0.8844509021391906,0.8913264206258636,0.02606852841244067,7.0,"['c', 'm', 'y', 'cmyk']",1.0,0.9647655350642612,0.9008820392295563,0.8687323739700856,0.9321266968325791,9.124531030654907
0.1781102180480957,0.002562320510999097,0.007787895202636719,0.0003717941673138386,multi:softprob,60,0.1,0.7183673469387756,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 60, 'algo__learning_rate': 0.1, 'algo__gamma': 0.7183673469387756}",0.8472675862797949,0.8848775537462483,0.9250094906321876,0.8817692048570842,0.8890145471506752,0.026083099713396292,10.0,"['c', 'm', 'y', 'cmyk']",1.0,0.9647655350642612,0.9008820392295563,0.8687323739700856,0.9061489002380613,9.124531030654907
0.22520928382873534,0.034806835187722845,0.007940435409545898,0.00023089682220666147,multi:softprob,55,0.1,0.3918367346938776,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 55, 'algo__learning_rate': 0.1, 'algo__gamma': 0.3918367346938776}",0.8573623934334256,0.8936344078504861,0.9154990569389208,0.8995314681537859,0.8942423318791597,0.01979924313266451,4.0,"['c', 'm', 'y', 'cmyk']",1.0,0.9647655350642612,0.9008820392295563,0.8687323739700856,0.9051843330191796,9.124531030654907
0.19702420234680176,0.010579532917035703,0.007933902740478515,0.0004890764967070869,multi:softmax,60,0.1,0.40816326530612246,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 60, 'algo__learning_rate': 0.1, 'algo__gamma': 0.40816326530612246}",0.8573623934334256,0.8848775537462483,0.9154990569389208,0.8995314681537859,0.8924909610583122,0.020159579074103935,6.0,"['c', 'm', 'y', 'cmyk']",1.0,0.9647655350642612,0.9008820392295563,0.8687323739700856,0.9051843330191796,9.124531030654907
0.3612644672393799,0.02837266016859157,0.007756614685058593,0.00029842161634719295,multi:softprob,45,0.01,0.7020408163265307,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 45, 'algo__learning_rate': 0.01, 'algo__gamma': 0.7020408163265307}",0.8651651136645135,0.8930626459649539,0.9156744811525752,0.8817692048570842,0.8941840409711963,0.01950920397396694,5.0,"['c', 'm', 'y', 'cmyk']",1.0,0.9647655350642612,0.9008820392295563,0.8687323739700856,0.915248759216855,9.124531030654907
0.4343651294708252,0.014378721733049188,0.008041191101074218,0.00033366771372826784,multi:softprob,55,0.001,0.1142857142857143,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 55, 'algo__learning_rate': 0.001, 'algo__gamma': 0.1142857142857143}",0.8624686238131617,0.8938377187011904,0.8772454259474965,0.8916168548894432,0.8896716372016333,0.020194088725579422,9.0,"['c', 'm', 'y', 'cmyk']",1.0,0.9647655350642612,0.9008820392295563,0.8687323739700856,0.9231895626568751,9.124531030654907
0.3488923072814941,0.10154755097734891,0.007924509048461915,0.0002064153320076872,multi:softmax,5,0.05,0.163265306122449,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 5, 'algo__learning_rate': 0.05, 'algo__gamma': 0.163265306122449}",0.8573623934334256,0.8936344078504861,0.8988834840090443,0.8995314681537859,0.8944029908963869,0.02104388048671916,3.0,"['c', 'm', 'y', 'cmyk']",1.0,0.9647655350642612,0.9008820392295563,0.8687323739700856,0.9226032010351923,9.124531030654907
0.4711808204650879,0.11064927840521113,0.0084747314453125,0.0003477109701348352,multi:softmax,50,0.01,0.2612244897959184,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 50, 'algo__learning_rate': 0.01, 'algo__gamma': 0.2612244897959184}",0.8662978377478364,0.8930626459649539,0.9236201651455889,0.9082356145947327,0.9008820392295563,0.019899196288672986,1.0,"['c', 'm', 'y', 'cmyk']",1.0,0.9647655350642612,0.9008820392295563,0.8687323739700856,0.9131939326946695,9.124531030654907
0.8043560028076172,0.35086863972673665,0.008940982818603515,0.00042409081383652596,multi:softmax,50,0.05,0.0163265306122449,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 50, 'algo__learning_rate': 0.05, 'algo__gamma': 0.0163265306122449}",0.8585967784750747,0.8713629024671237,0.9241366881641708,0.8995314681537859,0.8952462076590695,0.026514227630872925,2.0,"['c', 'm', 'y', 'cmyk']",1.0,0.9647655350642612,0.9008820392295563,0.8687323739700856,0.9226032010351923,9.124531030654907
0.4279987335205078,0.1929914854806503,0.008139085769653321,0.000810259897513503,multi:softmax,55,0.05,0.2938775510204082,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 55, 'algo__learning_rate': 0.05, 'algo__gamma': 0.2938775510204082}",0.8573623934334256,0.8578937958161988,0.9154990569389208,0.8995314681537859,0.8905779830755047,0.027922646346615173,8.0,"['c', 'm', 'y', 'cmyk']",1.0,0.9647655350642612,0.9008820392295563,0.8687323739700856,0.9226032010351923,9.124531030654907
0.2118135452270508,0.01664825124916305,0.008592939376831055,0.0010670331983436928,multi:softprob,60,0.1,0.3918367346938776,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 60, 'algo__learning_rate': 0.1, 'algo__gamma': 0.3918367346938776}",0.8584691996456703,0.8748369608617156,0.8995798928002318,0.8955214468927287,0.8766497856594018,0.018392139148720465,3.0,"['c', 'm', 'y', 'k', 'cmyk']",1.0,0.9713428865686714,0.8770605245557377,0.8783562491587361,0.8548414280966625,9.124531030654907
0.20447497367858886,0.014136632205485476,0.008551645278930663,0.00027170361196578977,multi:softprob,55,0.1,0.489795918367347,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 55, 'algo__learning_rate': 0.1, 'algo__gamma': 0.489795918367347}",0.8432707831143068,0.8748369608617156,0.9074111000332337,0.9049423506727701,0.8770605245557377,0.025841566396305856,1.0,"['c', 'm', 'y', 'k', 'cmyk']",1.0,0.9713428865686714,0.8770605245557377,0.8783562491587361,0.8548414280966625,9.124531030654907
0.9520519733428955,0.4288029153558462,0.010216236114501953,0.0015784971216020651,multi:softmax,45,0.001,0.1795918367346939,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 45, 'algo__learning_rate': 0.001, 'algo__gamma': 0.1795918367346939}",0.8759735193812273,0.8670259694895637,0.8722904416003691,0.874041141880481,0.8707243433803017,0.004383562813301823,8.0,"['c', 'm', 'y', 'k', 'cmyk']",1.0,0.9713428865686714,0.8770605245557377,0.8783562491587361,0.8642906445498669,9.124531030654907
0.5066428661346436,0.1863449436122259,0.010637283325195312,0.002844373645964895,multi:softprob,60,0.1,0.7346938775510204,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 60, 'algo__learning_rate': 0.1, 'algo__gamma': 0.7346938775510204}",0.8281104540098881,0.8670259694895637,0.9062521618817018,0.8894495335173301,0.8676193705801118,0.02808882593804069,10.0,"['c', 'm', 'y', 'k', 'cmyk']",1.0,0.9713428865686714,0.8770605245557377,0.8783562491587361,0.8472587340020754,9.124531030654907
0.6599768161773681,0.31261367791400135,0.010477781295776367,0.0009146662974463248,multi:softprob,10,0.1,0.0163265306122449,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 10, 'algo__learning_rate': 0.1, 'algo__gamma': 0.0163265306122449}",0.8419737125619479,0.8592347523161954,0.8917893467720889,0.8955214468927287,0.8728021435776245,0.02009168640058939,6.0,"['c', 'm', 'y', 'k', 'cmyk']",1.0,0.9713428865686714,0.8770605245557377,0.8783562491587361,0.8754914593451615,9.124531030654907
0.7267276287078858,0.44349501204724656,0.009562206268310548,0.0004726886629012064,multi:softprob,5,0.05,0.7836734693877552,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 5, 'algo__learning_rate': 0.05, 'algo__gamma': 0.7836734693877552}",0.8367084296076083,0.8592347523161954,0.9329711719542227,0.8985988789257553,0.8768491625682893,0.03449334104724047,2.0,"['c', 'm', 'y', 'k', 'cmyk']",1.0,0.9713428865686714,0.8770605245557377,0.8783562491587361,0.856732580037665,9.124531030654907
0.6940921306610107,0.18632074652354016,0.008893585205078125,0.00044040989699168503,multi:softprob,50,0.01,0.2612244897959184,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 50, 'algo__learning_rate': 0.01, 'algo__gamma': 0.2612244897959184}",0.8584691996456703,0.8755991928292427,0.8995798928002318,0.8666019210813399,0.8712364819492631,0.015754908942751313,7.0,"['c', 'm', 'y', 'k', 'cmyk']",1.0,0.9713428865686714,0.8770605245557377,0.8783562491587361,0.8559322033898306,9.124531030654907
0.37062630653381345,0.0964040340872864,0.008850288391113282,0.0009438803278988707,multi:softprob,25,0.05,0.653061224489796,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 25, 'algo__learning_rate': 0.05, 'algo__gamma': 0.653061224489796}",0.8281104540098881,0.8677648913203861,0.9074111000332337,0.8908898631160416,0.8682870084963248,0.02862935570529312,9.0,"['c', 'm', 'y', 'k', 'cmyk']",1.0,0.9713428865686714,0.8770605245557377,0.8783562491587361,0.8472587340020754,9.124531030654907
0.6472927570343018,0.26499342318372443,0.009473657608032227,0.0012214880390472016,multi:softprob,60,0.01,0.1142857142857143,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 60, 'algo__learning_rate': 0.01, 'algo__gamma': 0.1142857142857143}",0.8584691996456703,0.8670259694895637,0.9162755323772274,0.8704050324202325,0.8751496563191654,0.020938531490344633,4.0,"['c', 'm', 'y', 'k', 'cmyk']",1.0,0.9713428865686714,0.8770605245557377,0.8783562491587361,0.8635725476631332,9.124531030654907
